g1,vcmax,tleaf,twood,troot,aleaf,awood,aroot
3.77,4e-05,1.6591230630874634,31.7874755859375,1.5483628511428833,0.335,0.445,0.22
3.77,4e-05,2.936295509338379,40.7752799987793,1.5460342168807983,0.325,0.4175,0.2575
3.77,4e-05,1.9930669069290161,13.711183547973633,1.06418776512146,0.275,0.2575,0.4675
3.77,4e-05,1.92487370967865,40.27961349487305,1.8769456148147583,0.4925,0.3075,0.2
3.77,4e-05,2.8677451610565186,2.6791112422943115,7.107794761657715,0.3025,0.1675,0.53
3.77,4e-05,1.2878226041793823,35.78746032714844,1.2821149826049805,0.265,0.295,0.44
3.77,4e-05,2.242180347442627,7.09194803237915,1.594050407409668,0.5375,0.2,0.2625
3.77,4e-05,0.8703329563140869,8.142414093017578,3.061880350112915,0.16,0.5325,0.3075
3.77,4e-05,4.153354167938232,7.66522216796875,0.27103111147880554,0.18,0.2875,0.5325
3.77,4e-05,1.320671558380127,19.934619903564453,3.0637753009796143,0.2825,0.335,0.3825
3.77,4e-05,5.187705039978027,19.159337997436523,0.7746599912643433,0.285,0.4625,0.2525
3.77,4e-05,1.7498575448989868,17.893001556396484,1.0195564031600952,0.355,0.28,0.365
3.77,4e-05,1.486140251159668,45.17445373535156,1.7607885599136353,0.48,0.2975,0.2225
3.77,4e-05,1.5772286653518677,11.823382377624512,3.3589165210723877,0.6775,0.1675,0.155
3.77,4e-05,3.382791042327881,22.817256927490234,2.431821346282959,0.6075,0.2325,0.16
3.77,4e-05,4.411089897155762,8.617627143859863,1.3031997680664062,0.3975,0.3875,0.215
3.77,4e-05,1.3507710695266724,25.670814514160156,1.4515453577041626,0.3075,0.21,0.4825
3.77,4e-05,4.62350606918335,34.312320709228516,2.9713687896728516,0.25,0.435,0.315
3.77,4e-05,3.967181444168091,17.726537704467773,1.4190424680709839,0.17,0.3425,0.4875
3.77,4e-05,0.7489035129547119,20.626384735107422,2.273108720779419,0.175,0.535,0.29
3.77,4e-05,3.814244508743286,10.566571235656738,1.4886475801467896,0.4875,0.2325,0.28
3.77,4e-05,1.428284764289856,9.088932991027832,2.1375930309295654,0.4275,0.2225,0.35
3.77,4e-05,2.878464460372925,5.195640563964844,1.6645135879516602,0.355,0.195,0.45
3.77,4e-05,5.0615458488464355,7.74094295501709,2.9772167205810547,0.18,0.5175,0.3025
3.77,4e-05,0.8868065476417542,11.714689254760742,2.6220602989196777,0.64,0.1925,0.1675
3.77,4e-05,2.350198984146118,12.858150482177734,1.1463409662246704,0.61,0.2275,0.1625
3.77,4e-05,3.2746806144714355,22.79104995727539,0.3520657420158386,0.2125,0.1975,0.59
3.77,4e-05,1.8887042999267578,29.44483184814453,3.4872636795043945,0.2075,0.4525,0.34
3.77,4e-05,2.856619358062744,45.685794830322266,1.5707314014434814,0.15,0.155,0.695
3.77,4e-05,1.9829227924346924,40.292057037353516,2.3338959217071533,0.495,0.2375,0.2675
3.77,4e-05,2.669003486633301,6.912751197814941,1.0205078125,0.18,0.4175,0.4025
3.77,4e-05,2.5077297687530518,8.770633697509766,0.9493370652198792,0.2175,0.2,0.5825
3.77,4e-05,1.3625738620758057,8.419960021972656,0.7947746515274048,0.1725,0.67,0.1575
3.77,4e-05,3.106182336807251,4.406846523284912,2.389427900314331,0.5525,0.285,0.1625
3.77,4e-05,2.4930124282836914,10.359536170959473,3.526503562927246,0.16,0.3675,0.4725
3.77,4e-05,0.7881948947906494,9.958793640136719,1.0146158933639526,0.2875,0.2625,0.45
3.77,4e-05,0.926008939743042,22.41793441772461,0.22110922634601593,0.165,0.2675,0.5675
3.77,4e-05,1.7016282081604004,12.916533470153809,1.7996314764022827,0.4275,0.3175,0.255
3.77,4e-05,1.9786663055419922,20.935007095336914,2.542360305786133,0.1725,0.665,0.1625
3.77,4e-05,5.616382598876953,36.36897659301758,4.270521640777588,0.5175,0.21,0.2725
3.77,4e-05,0.7617976665496826,8.626729965209961,0.8213656544685364,0.22,0.2325,0.5475
3.77,4e-05,3.7717292308807373,33.11039733886719,0.7801294922828674,0.265,0.17,0.565
3.77,4e-05,1.4795128107070923,16.49360466003418,1.666366696357727,0.535,0.255,0.21
3.77,4e-05,0.8708705306053162,28.08366584777832,1.374131441116333,0.3325,0.5025,0.165
3.77,4e-05,0.16463598608970642,36.12362289428711,0.5043075680732727,0.1675,0.55,0.2825
3.77,4e-05,1.7955769300460815,11.23316478729248,0.3947272300720215,0.255,0.555,0.19
3.77,4e-05,1.4354608058929443,23.07350730895996,3.931037187576294,0.425,0.2425,0.3325
3.77,4e-05,5.732886791229248,6.067350387573242,0.17190301418304443,0.18,0.4325,0.3875
3.77,4e-05,0.7987284660339355,5.05052375793457,2.2755653858184814,0.365,0.4525,0.1825
3.77,4e-05,1.7154537439346313,18.54216957092285,1.1133091449737549,0.37,0.1975,0.4325
3.77,4e-05,3.087935209274292,27.504108428955078,2.0277960300445557,0.3375,0.4625,0.2
3.77,4e-05,0.9591556191444397,11.614381790161133,0.9125474691390991,0.355,0.3875,0.2575
3.77,4e-05,6.282175064086914,7.809479236602783,2.778635025024414,0.2225,0.6025,0.175
3.77,4e-05,1.0117045640945435,14.517845153808594,1.6166110038757324,0.3275,0.5225,0.15
3.77,4e-05,4.433317184448242,33.060935974121094,0.5627210140228271,0.45,0.365,0.185
3.77,4e-05,0.9567825198173523,43.23940658569336,1.9166589975357056,0.26,0.3775,0.3625
3.77,4e-05,1.2874388694763184,9.208250045776367,1.4377797842025757,0.19,0.1875,0.6225
3.77,4e-05,1.3159257173538208,24.96482276916504,0.7726600766181946,0.1925,0.2925,0.515
3.77,4e-05,0.7231872081756592,48.83048629760742,0.11132950335741043,0.3725,0.3775,0.25
3.77,4e-05,0.6298673152923584,12.235689163208008,4.120495319366455,0.31,0.4875,0.2025
3.77,4e-05,1.7907387018203735,16.39575958251953,2.704577922821045,0.2325,0.4675,0.3
3.77,4e-05,1.3778287172317505,25.414854049682617,5.051965236663818,0.175,0.3875,0.4375
3.77,4e-05,0.8798850178718567,8.433538436889648,2.556734323501587,0.285,0.29,0.425
3.77,4e-05,0.9641920924186707,17.063045501708984,2.573791265487671,0.2275,0.4525,0.32
3.77,4e-05,2.448589563369751,8.854984283447266,1.2002965211868286,0.225,0.205,0.57
3.77,4e-05,1.7604576349258423,41.62706756591797,3.525834798812866,0.2025,0.2025,0.595
3.77,4e-05,0.3270232379436493,12.17916488647461,2.4857494831085205,0.2375,0.455,0.3075
3.77,4e-05,1.7988097667694092,8.680773735046387,1.0177078247070312,0.3375,0.32,0.3425
3.77,4e-05,0.9051507115364075,2.847055435180664,1.9047353267669678,0.24,0.495,0.265
3.77,4e-05,1.7682946920394897,16.634990692138672,0.6336339116096497,0.2225,0.565,0.2125
3.77,4e-05,3.0728843212127686,6.364195823669434,2.594834327697754,0.585,0.1875,0.2275
3.77,4e-05,1.3742703199386597,16.20574188232422,1.8162187337875366,0.675,0.1575,0.1675
3.77,4e-05,0.7955509424209595,25.04698944091797,2.682465076446533,0.3275,0.4925,0.18
3.77,4e-05,5.1187968254089355,34.60594940185547,1.0244896411895752,0.265,0.1575,0.5775
3.77,4e-05,1.7376251220703125,5.816032409667969,1.34710693359375,0.6325,0.2,0.1675
3.77,4e-05,2.9861485958099365,28.600488662719727,3.45841646194458,0.195,0.1975,0.6075
3.77,4e-05,3.276797294616699,18.96702766418457,5.013721466064453,0.4275,0.2525,0.32
3.77,4e-05,2.1019153594970703,7.547595977783203,4.946211814880371,0.28,0.3225,0.3975
3.77,4e-05,2.3904125690460205,20.813955307006836,0.5092029571533203,0.3375,0.33,0.3325
3.77,4e-05,1.837480902671814,12.180533409118652,2.261388063430786,0.555,0.235,0.21
3.77,4e-05,1.3110911846160889,51.66274642944336,0.9183854460716248,0.5025,0.2525,0.245
3.77,4e-05,0.6247666478157043,6.750639915466309,2.460740327835083,0.285,0.5,0.215
3.77,4e-05,2.085952043533325,22.859519958496094,1.1110807657241821,0.2225,0.4975,0.28
3.77,4e-05,0.40920403599739075,1.0914877653121948,1.0794622898101807,0.2525,0.42,0.3275
3.77,4e-05,0.5454932451248169,28.24540138244629,2.216860771179199,0.305,0.5325,0.1625
3.77,4e-05,2.1681978702545166,28.019227981567383,2.4090323448181152,0.565,0.18,0.255
3.77,4e-05,3.6523241996765137,10.03475284576416,0.8675552606582642,0.1925,0.2425,0.565
3.77,4e-05,5.834150791168213,26.198333740234375,1.675875186920166,0.3425,0.4025,0.255
3.77,4e-05,2.53493070602417,18.666948318481445,1.9036643505096436,0.53,0.2225,0.2475
3.77,4e-05,6.463252544403076,15.328929901123047,0.3486427068710327,0.6175,0.1625,0.22
3.77,4e-05,4.8021159172058105,23.91145896911621,1.094321370124817,0.5575,0.255,0.1875
3.77,4e-05,1.8219640254974365,12.766168594360352,2.6836204528808594,0.26,0.27,0.47
3.77,4e-05,1.5702073574066162,11.815993309020996,1.7947367429733276,0.49,0.225,0.285
3.77,4e-05,2.0337905883789062,20.297372817993164,0.7245743274688721,0.405,0.41,0.185
3.77,4e-05,0.7164367437362671,10.527575492858887,1.8042635917663574,0.2025,0.36,0.4375
3.77,4e-05,0.9807487726211548,22.912132263183594,2.4482011795043945,0.3125,0.465,0.2225
3.77,4e-05,0.45607393980026245,31.373870849609375,2.128917932510376,0.355,0.2875,0.3575
3.77,4e-05,2.7812156677246094,9.938283920288086,2.031959056854248,0.155,0.3675,0.4775
3.77,4e-05,0.7501036524772644,36.993167877197266,2.8902745246887207,0.3025,0.17,0.5275
3.77,4e-05,4.157405376434326,4.882843494415283,4.39808464050293,0.43,0.3575,0.2125
3.77,4e-05,1.8442046642303467,20.20890998840332,1.9503401517868042,0.1775,0.655,0.1675
3.77,4e-05,3.4084994792938232,22.592086791992188,1.6488847732543945,0.2125,0.42,0.3675
3.77,4e-05,5.838208198547363,16.189456939697266,2.1998813152313232,0.4175,0.2775,0.305
3.77,4e-05,0.8812413811683655,1.7676844596862793,0.6964725255966187,0.3375,0.235,0.4275
3.77,4e-05,1.3530828952789307,5.318009376525879,3.2763404846191406,0.5375,0.1575,0.305
3.77,4e-05,2.038719892501831,10.334223747253418,1.836172103881836,0.5675,0.205,0.2275
3.77,4e-05,1.4987918138504028,32.63438415527344,0.7035670280456543,0.2275,0.33,0.4425
3.77,4e-05,2.987184524536133,36.39963912963867,1.9490129947662354,0.5225,0.2575,0.22
3.77,4e-05,0.527440071105957,12.27750015258789,4.452591419219971,0.2925,0.425,0.2825
3.77,4e-05,1.1382466554641724,8.505964279174805,1.1224842071533203,0.1625,0.23,0.6075
3.77,4e-05,1.3704912662506104,47.336395263671875,2.2925312519073486,0.3175,0.1625,0.52
3.77,4e-05,3.245511770248413,11.032590866088867,1.801809549331665,0.2975,0.2325,0.47
3.77,4e-05,3.684870481491089,2.819037914276123,1.5175734758377075,0.285,0.5,0.215
3.77,4e-05,2.457634687423706,46.52113723754883,1.288672924041748,0.3925,0.3875,0.22
3.77,4e-05,4.412962436676025,43.658721923828125,0.7821936011314392,0.51,0.24,0.25
3.77,4e-05,3.298433542251587,6.306229114532471,4.052286624908447,0.2975,0.375,0.3275
3.77,4e-05,1.2722076177597046,22.086742401123047,2.7990469932556152,0.195,0.3025,0.5025
3.77,4e-05,0.5156433582305908,25.850553512573242,3.7524027824401855,0.205,0.585,0.21
3.77,4e-05,2.153449296951294,3.413947582244873,1.8121371269226074,0.17,0.65,0.18
3.77,4e-05,3.2801098823547363,7.384685039520264,2.9985783100128174,0.3375,0.26,0.4025
3.77,4e-05,4.325095176696777,2.790072441101074,3.0253548622131348,0.2925,0.49,0.2175
3.77,4e-05,2.298732280731201,31.442249298095703,2.7481138706207275,0.3925,0.1775,0.43
3.77,4e-05,3.114457130432129,8.626729965209961,2.4857494831085205,0.24,0.355,0.405
3.77,4e-05,2.344613552093506,20.8459529876709,2.6766321659088135,0.195,0.1925,0.6125
3.77,4e-05,2.5445003509521484,13.082351684570312,1.2057816982269287,0.33,0.15,0.52
3.77,4e-05,1.4362584352493286,4.524737358093262,0.6197205185890198,0.5075,0.2425,0.25
3.77,4e-05,0.7761701941490173,6.033713340759277,0.6237005591392517,0.45,0.3775,0.1725
3.77,4e-05,0.7923051118850708,8.113316535949707,1.503011703491211,0.3275,0.385,0.2875
3.77,4e-05,0.4800427556037903,30.60265350341797,5.082012176513672,0.4825,0.31,0.2075
3.77,4e-05,2.276442289352417,36.83842086791992,3.8330016136169434,0.175,0.5025,0.3225
3.77,4e-05,1.9122414588928223,5.357447624206543,2.7768518924713135,0.4075,0.44,0.1525
3.77,4e-05,1.1623705625534058,6.052986145019531,1.8051342964172363,0.2975,0.42,0.2825
3.77,4e-05,1.3456110954284668,28.78685760498047,1.3496156930923462,0.3,0.505,0.195
3.77,4e-05,3.6907784938812256,14.402800559997559,3.5056569576263428,0.2675,0.26,0.4725
3.77,4e-05,2.0864925384521484,1.2248995304107666,1.6686404943466187,0.3075,0.34,0.3525
3.77,4e-05,7.703282833099365,11.818805694580078,2.674363374710083,0.48,0.3225,0.1975
3.77,4e-05,1.322644591331482,39.28893280029297,1.575879454612732,0.53,0.295,0.175
3.77,4e-05,1.7981750965118408,8.404484748840332,0.6187118291854858,0.2325,0.275,0.4925
3.77,4e-05,0.5388979315757751,21.66745948791504,3.074223041534424,0.5125,0.235,0.2525
3.77,4e-05,0.7405532002449036,12.385892868041992,4.218939781188965,0.3175,0.4025,0.28
3.77,4e-05,1.8708378076553345,46.97905731201172,2.7012696266174316,0.1975,0.1675,0.635
3.77,4e-05,4.61644983291626,12.01748275756836,6.715785503387451,0.215,0.515,0.27
3.77,4e-05,1.0531578063964844,20.537174224853516,3.839258909225464,0.5025,0.28,0.2175
3.77,4e-05,3.7835848331451416,7.981062889099121,1.1562716960906982,0.35,0.2275,0.4225
3.77,4e-05,2.0172359943389893,9.830964088439941,1.2677663564682007,0.6225,0.16,0.2175
3.77,4e-05,0.5350969433784485,39.43061065673828,2.32065486907959,0.23,0.51,0.26
3.77,4e-05,2.7686846256256104,22.33654022216797,0.5857775807380676,0.305,0.28,0.415
3.77,4e-05,0.7133937478065491,15.255038261413574,5.4312424659729,0.1925,0.405,0.4025
3.77,4e-05,2.380539894104004,4.203298568725586,0.7999575138092041,0.39,0.23,0.38
3.77,4e-05,1.0405434370040894,4.686201572418213,4.075729846954346,0.485,0.345,0.17
3.77,4e-05,0.37766119837760925,7.532090663909912,3.3243563175201416,0.2675,0.395,0.3375
3.77,4e-05,2.097929000854492,3.1040430068969727,2.972726345062256,0.195,0.5425,0.2625
3.77,4e-05,0.7710732221603394,23.80670166015625,1.741166353225708,0.3575,0.4625,0.18
3.77,4e-05,3.154407024383545,44.635440826416016,0.5985510349273682,0.38,0.25,0.37
3.77,4e-05,2.165553331375122,5.195640563964844,1.3690083026885986,0.1975,0.155,0.6475
3.77,4e-05,1.7214460372924805,2.5992705821990967,3.582534074783325,0.1525,0.45,0.3975
3.77,4e-05,0.36598169803619385,10.782007217407227,1.374131441116333,0.5675,0.2125,0.22
3.77,4e-05,0.2418145388364792,15.434342384338379,2.8669586181640625,0.2425,0.195,0.5625
3.77,4e-05,3.7252144813537598,39.26324462890625,0.8053880929946899,0.415,0.2825,0.3025
3.77,4e-05,2.5366969108581543,1.6949141025543213,2.241077184677124,0.5725,0.235,0.1925
3.77,4e-05,1.7930169105529785,9.900125503540039,0.15089188516139984,0.2175,0.2025,0.58
3.77,4e-05,4.688568115234375,7.04306173324585,1.3573925495147705,0.475,0.2375,0.2875
3.77,4e-05,2.869872570037842,32.27534103393555,0.6236149668693542,0.3625,0.1925,0.445
3.77,4e-05,0.3294297754764557,7.449038028717041,1.2274787425994873,0.65,0.195,0.155
3.77,4e-05,2.9631001949310303,10.385146141052246,2.637984275817871,0.56,0.225,0.215
3.77,4e-05,0.08299999684095383,15.4233980178833,1.9464713335037231,0.3425,0.32,0.3375
3.77,4e-05,4.262491226196289,25.101850509643555,1.565459966659546,0.355,0.275,0.37
3.77,4e-05,1.5024363994598389,22.6322078704834,1.536014437675476,0.2075,0.6075,0.185
3.77,4e-05,0.6046998500823975,24.666688919067383,1.2924556732177734,0.235,0.1625,0.6025
3.77,4e-05,1.9822899103164673,11.75082015991211,1.1551817655563354,0.35,0.2925,0.3575
3.77,4e-05,2.7015695571899414,13.187621116638184,0.2899603545665741,0.465,0.2925,0.2425
3.77,4e-05,5.040390968322754,39.62986373901367,1.1171711683273315,0.35,0.325,0.325
3.77,4e-05,2.455092191696167,6.038280010223389,0.5775576233863831,0.5075,0.285,0.2075
3.77,4e-05,3.9189517498016357,39.978389739990234,1.9936268329620361,0.5525,0.23,0.2175
3.77,4e-05,0.547499418258667,15.910961151123047,3.6677682399749756,0.1875,0.455,0.3575
3.77,4e-05,1.9842544794082642,36.61467742919922,0.8807787895202637,0.33,0.315,0.355
3.77,4e-05,0.9895872473716736,28.16245460510254,1.2895491123199463,0.41,0.4175,0.1725
3.77,4e-05,1.3429601192474365,32.25692367553711,3.707487106323242,0.345,0.215,0.44
3.77,4e-05,1.7737287282943726,2.7687318325042725,0.519387423992157,0.2025,0.6325,0.165
3.77,4e-05,2.11276912689209,6.009268760681152,3.239487409591675,0.185,0.4675,0.3475
3.77,4e-05,0.9367228746414185,16.306011199951172,6.103211879730225,0.1775,0.325,0.4975
3.77,4e-05,1.1725417375564575,41.01475524902344,0.6379256844520569,0.15,0.5175,0.3325
3.77,4e-05,0.9443966150283813,5.9586687088012695,0.5379031300544739,0.2325,0.4375,0.33
3.77,4e-05,0.7183312177658081,13.821681022644043,0.928625226020813,0.4275,0.3225,0.25
3.77,4e-05,1.4088566303253174,8.235568046569824,1.7639861106872559,0.1575,0.375,0.4675
3.77,4e-05,1.107785701751709,26.536529541015625,0.45901134610176086,0.285,0.2525,0.4625
3.77,4e-05,4.025229454040527,21.585935592651367,2.0501668453216553,0.345,0.4875,0.1675
3.77,4e-05,1.9842544794082642,36.3148078918457,6.60982608795166,0.375,0.2175,0.4075
3.77,4e-05,2.6553099155426025,7.885525703430176,0.9628064632415771,0.555,0.16,0.285
3.77,4e-05,3.2725093364715576,20.322900772094727,0.6719992160797119,0.21,0.29,0.5
3.77,4e-05,1.4362584352493286,12.223745346069336,3.8480207920074463,0.465,0.25,0.285
3.77,4e-05,0.8014137148857117,26.06623649597168,1.9900065660476685,0.5,0.1825,0.3175
3.77,4e-05,1.1884633302688599,35.95283508300781,1.9933816194534302,0.37,0.3175,0.3125
3.77,4e-05,2.6683671474456787,4.260066509246826,2.710958242416382,0.335,0.3575,0.3075
3.77,4e-05,0.5461992025375366,29.269407272338867,1.1254796981811523,0.45,0.3375,0.2125
3.77,4e-05,0.26977628469467163,24.05672836303711,4.322507381439209,0.335,0.1725,0.4925
3.77,4e-05,7.0301361083984375,6.196317195892334,0.481563001871109,0.2225,0.47,0.3075
3.77,4e-05,0.17852678894996643,9.961161613464355,4.787942409515381,0.27,0.3575,0.3725
3.77,4e-05,0.7443555593490601,26.383602142333984,2.698448657989502,0.21,0.3775,0.4125
3.77,4e-05,3.3199546337127686,30.340864181518555,4.548445224761963,0.405,0.19,0.405
3.77,4e-05,2.899787187576294,24.88759994506836,1.0349119901657104,0.535,0.2275,0.2375
3.77,4e-05,0.883550763130188,26.328338623046875,0.5205727219581604,0.2425,0.24,0.5175
3.77,4e-05,1.8940603733062744,2.6528220176696777,0.27475523948669434,0.195,0.2425,0.5625
3.77,4e-05,0.7753696441650391,15.677461624145508,0.691465437412262,0.4225,0.17,0.4075
3.77,4e-05,2.2550137042999268,24.984052658081055,1.9743858575820923,0.235,0.3925,0.3725
3.77,4e-05,2.6672260761260986,21.93090057373047,1.3860745429992676,0.2025,0.45,0.3475
3.77,4e-05,0.885417640209198,8.280482292175293,1.185397744178772,0.58,0.2475,0.1725
3.77,4e-05,1.1786789894104004,7.512063026428223,1.4410711526870728,0.275,0.545,0.18
3.77,4e-05,3.46523118019104,2.244992971420288,0.9881554245948792,0.4475,0.3825,0.17
3.77,4e-05,0.9438084363937378,10.066596031188965,1.6628178358078003,0.1725,0.4175,0.41
3.77,4e-05,1.8491331338882446,9.636216163635254,7.0209832191467285,0.4525,0.1775,0.37
3.77,4e-05,1.8949098587036133,11.854313850402832,0.3203848898410797,0.2325,0.61,0.1575
3.77,4e-05,3.0701913833618164,4.649140357971191,1.1490987539291382,0.5125,0.295,0.1925
3.77,4e-05,2.0072011947631836,16.53432846069336,0.9090138077735901,0.6125,0.1775,0.21
3.77,4e-05,4.8021159172058105,20.688852310180664,4.723501205444336,0.3825,0.165,0.4525
3.77,4e-05,2.045663356781006,15.059313774108887,2.042073965072632,0.37,0.37,0.26
3.77,4e-05,1.488564372062683,13.986824035644531,1.379218339920044,0.3375,0.16,0.5025
3.77,4e-05,2.7345998287200928,28.487361907958984,1.2097232341766357,0.2125,0.4025,0.385
3.77,4e-05,2.162763833999634,59.191795349121094,1.486223816871643,0.245,0.51,0.245
3.77,4e-05,3.624030113220215,2.756279230117798,1.4731884002685547,0.3675,0.47,0.1625
3.77,4e-05,1.1114379167556763,1.8934978246688843,5.810703754425049,0.305,0.535,0.16
3.77,4e-05,2.485191583633423,33.58568572998047,0.7704883217811584,0.4075,0.185,0.4075
3.77,4e-05,1.629345178604126,17.23261260986328,2.0288655757904053,0.43,0.3375,0.2325
3.77,4e-05,0.9004243612289429,3.773404121398926,3.8523008823394775,0.4,0.2175,0.3825
3.77,4e-05,1.1415663957595825,18.502424240112305,1.4765318632125854,0.5275,0.2625,0.21
3.77,4e-05,1.7390170097351074,23.965030670166016,3.7878336906433105,0.5375,0.2775,0.185
3.77,4e-05,2.152503728866577,1.9059381484985352,0.717913031578064,0.165,0.3525,0.4825
3.77,4e-05,2.948183298110962,25.680683135986328,1.1506794691085815,0.4875,0.16,0.3525
3.77,4e-05,2.0465028285980225,10.353227615356445,2.7962100505828857,0.345,0.4025,0.2525
3.77,4e-05,1.0354212522506714,17.830921173095703,1.9832701683044434,0.16,0.225,0.615
3.77,4e-05,1.030229926109314,16.947969436645508,1.3341655731201172,0.3225,0.255,0.4225
3.77,4e-05,1.0619210004806519,5.404097557067871,3.241241216659546,0.2325,0.19,0.5775
3.77,4e-05,0.638876736164093,25.0754451751709,0.227217897772789,0.365,0.485,0.15
3.77,4e-05,3.3949685096740723,25.680683135986328,2.840583086013794,0.58,0.2625,0.1575
3.77,4e-05,2.9585249423980713,43.94235610961914,0.7916690111160278,0.2,0.19,0.61
3.77,4e-05,1.0478357076644897,6.720647811889648,0.44318875670433044,0.6475,0.19,0.1625
3.77,4e-05,2.5522847175598145,9.747297286987305,2.641883373260498,0.155,0.47,0.375
3.77,4e-05,3.565012216567993,14.129878997802734,1.9493461847305298,0.3525,0.34,0.3075
3.77,4e-05,0.9494705200195312,3.9468512535095215,0.9026732444763184,0.2975,0.5275,0.175
3.77,4e-05,3.978116989135742,30.041976928710938,0.6797263026237488,0.26,0.55,0.19
3.77,4e-05,3.343273639678955,45.405967712402344,3.5562267303466797,0.16,0.4425,0.3975
3.77,4e-05,1.2641702890396118,28.13479232788086,0.6336339116096497,0.565,0.28,0.155
3.77,4e-05,2.8081698417663574,2.5952627658843994,4.5398454666137695,0.5825,0.2625,0.155
3.77,4e-05,0.6682764291763306,5.402097702026367,1.3530170917510986,0.1925,0.4775,0.33
3.77,4e-05,2.3517673015594482,5.242475986480713,0.6064268946647644,0.42,0.2025,0.3775
3.77,4e-05,5.150828838348389,44.82464599609375,1.3523993492126465,0.41,0.1575,0.4325
3.77,4e-05,2.356675863265991,22.829143524169922,3.2033605575561523,0.3325,0.4925,0.175
3.77,4e-05,1.0583484172821045,16.637842178344727,1.930197834968567,0.225,0.47,0.305
3.77,4e-05,0.5055182576179504,21.92848777770996,1.6055835485458374,0.4475,0.1925,0.36
3.77,4e-05,4.415826797485352,7.316035747528076,1.8966478109359741,0.585,0.185,0.23
3.77,4e-05,4.418642997741699,7.1016950607299805,0.59549880027771,0.24,0.3825,0.3775
3.77,4e-05,2.5107901096343994,21.81207275390625,4.918753147125244,0.4775,0.2175,0.305
3.77,4e-05,2.1852917671203613,10.051451683044434,4.034323215484619,0.455,0.195,0.35
3.77,4e-05,1.0889562368392944,15.707784652709961,0.6121858954429626,0.235,0.21,0.555
3.77,4e-05,2.3753483295440674,5.796807289123535,1.509216547012329,0.395,0.155,0.45
3.77,4e-05,1.7367838621139526,24.173494338989258,2.0051727294921875,0.3225,0.3975,0.28
3.77,4e-05,3.4452359676361084,12.909517288208008,1.3752706050872803,0.2125,0.175,0.6125
3.77,4e-05,5.174374580383301,4.366515159606934,1.9814409017562866,0.2325,0.3,0.4675
3.77,4e-05,0.5116017460823059,6.161009788513184,4.783834457397461,0.58,0.185,0.235
3.77,4e-05,0.607116162776947,15.24523639678955,1.6153614521026611,0.1575,0.4125,0.43
3.77,4e-05,1.1074960231781006,23.941844940185547,3.1373984813690186,0.2925,0.3425,0.365
3.77,4e-05,0.2675924599170685,10.239228248596191,2.638702869415283,0.195,0.595,0.21
3.77,4e-05,0.6139690279960632,6.052986145019531,1.7058377265930176,0.2,0.3225,0.4775
3.77,4e-05,0.608148455619812,14.79181957244873,2.1243770122528076,0.155,0.505,0.34
3.77,4e-05,1.665669560432434,5.033349990844727,0.7606648802757263,0.23,0.5625,0.2075
3.77,4e-05,0.7843152284622192,6.8204345703125,3.7290279865264893,0.19,0.28,0.53
3.77,4e-05,1.7660770416259766,26.25493621826172,2.0940206050872803,0.3675,0.1925,0.44
3.77,4e-05,0.2859313488006592,11.475578308105469,4.0511956214904785,0.2875,0.3925,0.32
3.77,4e-05,2.22501540184021,4.265652179718018,0.9559682607650757,0.345,0.2275,0.4275
3.77,4e-05,1.824785828590393,17.43940544128418,0.8556034564971924,0.385,0.37,0.245
3.77,4e-05,0.9145599007606506,17.173404693603516,3.724532127380371,0.22,0.6075,0.1725
3.77,4e-05,0.663224458694458,19.085613250732422,2.732121229171753,0.375,0.325,0.3
3.77,4e-05,2.780226230621338,9.668204307556152,0.9501994252204895,0.2675,0.385,0.3475
3.77,4e-05,3.0527737140655518,4.323305130004883,1.1594467163085938,0.255,0.3625,0.3825
3.77,4e-05,1.5124785900115967,11.373617172241211,1.310934066772461,0.1875,0.2325,0.58
3.77,4e-05,1.0056713819503784,25.78643798828125,3.487741470336914,0.3925,0.365,0.2425
3.77,4e-05,1.2630817890167236,12.087557792663574,0.84946209192276,0.3075,0.54,0.1525
3.77,4e-05,2.5757150650024414,6.743890762329102,1.96877121925354,0.4425,0.25,0.3075
3.77,4e-05,3.2396433353424072,23.15264129638672,0.5912709832191467,0.33,0.285,0.385
3.77,4e-05,1.1010841131210327,11.623629570007324,0.7046905159950256,0.3925,0.17,0.4375
3.77,4e-05,3.239655017852783,18.43863868713379,3.62613844871521,0.16,0.6575,0.1825
3.77,4e-05,0.8111502528190613,46.106849670410156,1.5877238512039185,0.3475,0.4875,0.165
3.77,4e-05,1.454704999923706,11.061432838439941,0.8353005647659302,0.285,0.21,0.505
3.77,4e-05,2.0501606464385986,18.920902252197266,3.0058770179748535,0.435,0.255,0.31
3.77,4e-05,3.7941646575927734,31.474185943603516,2.6711513996124268,0.435,0.38,0.185
3.77,4e-05,1.6367601156234741,7.989800453186035,5.300586223602295,0.385,0.405,0.21
3.77,4e-05,4.484007358551025,25.597259521484375,1.7713786363601685,0.19,0.17,0.64
3.77,4e-05,0.2994629442691803,44.0506591796875,4.478532791137695,0.285,0.4,0.315
3.77,4e-05,2.1385653018951416,10.388108253479004,2.5298104286193848,0.6475,0.2,0.1525
3.77,4e-05,0.3127983510494232,9.12500286102295,0.7264487743377686,0.29,0.3625,0.3475
3.77,4e-05,2.1237430572509766,8.370726585388184,5.02278470993042,0.2725,0.405,0.3225
